content,temp_list,content_length
boleh lah utk,"['boleh', 'lah', 'utk', 'anak2']",19
wkakakak,['wkakakak'],8
thumbs_uplight_skin_tonegood,['👍🏻good'],6
material: size: design:,"['Material:', 'Size:', 'Design:']",23
material: size: design:,"['Material:', 'Size:', 'Design:']",23
slipper lembut. tidak nipis sangat tidak tebal sangat. ok lah dengan harga. pakai pun tidak de rasa sakit. cuma tidak tahu lah tahan lama ke tak,"['slipper', 'lembut.', 'X', 'nipis', 'sangat', 'X', 'tebal', 'sangat.', 'ok', 'lah', 'dengan', 'harga.', 'pakai', 'pun', 'X', 'de', 'rasa', 'sakit.', 'cuma', 'x', 'tahu', 'lah', 'tahan', 'lama', 'ke', 'tak']",128
wow,['wow'],3
ok,['ok'],2
nice,['Nice'],4
good,['Good'],4
good,['Good'],4
good,['Good'],4
good,['Good'],4
good,['good'],4
"selipar kembang, selesa","['Selipar', 'kembang,', 'selesa']",23
overall is good and satisfied. price is affordable and product quality is good.,"['Overall', 'is', 'good', 'and', 'satisfied.', 'Price', 'is', 'affordable', 'and', 'product', 'quality', 'is', 'good.']",79
delivery dalam masa hari.. selipar ringan.. size ngam kaki..yg biasa pakai size & boleh pilih size ni.. selesa utk pakai dalam rumah/di dapur.. cumanya order warna biru..dpt hitam pulak.. tetapi boleh laaa..,"['Delivery', 'dalam', 'masa', '3', 'hari..', 'Selipar', 'Ringan..', 'Size', 'ngam', 'kaki..Yg', 'biasa', 'pakai', 'size', '7&8', 'boleh', 'pilih', 'size', 'ni..', 'Selesa', 'utk', 'pakai', 'dlm', 'rumah/di', 'dapur..', 'Cumanya', 'order', 'warna', 'biru..Dpt', 'hitam', 'pulak..', 'Tapi', 'boleh', 'laaa..']",207
ok for the price,"['OK', 'for', 'the', 'price']",16
"fast delivery thumbs_upthumbs_upsaiz match, very light material：comfort and suitable for me. worth to buy, price cheap and good quality!","['fast', 'delivery', '👍👍saiz', 'match,', 'very', 'light', 'Material：comfort', 'and', 'suitable', 'for', 'me.', 'worth', 'to', 'buy,', 'Price', 'cheap', 'and', 'good', 'quality!']",122
not so good,"['Not', 'so', 'good']",11
terbaik,['terbaik'],7
terbaik,['terbaik'],7
terbaik,['terbaik'],7
terbaik,['Terbaik'],7
terbaik,['terbaik'],7
terbaik,['terbaik'],7
terbaik,['terbaik'],7
"cantik saiz ngam, delivery lambat sikit","['cantik', 'saiz', 'ngam,', 'delivery', 'lambat', 'sikit']",40
满意,['满意'],2
满意,['满意'],2
ok,['ok'],2
ok,['ok'],2
ok,['ok'],2
ok,['ok'],2
ok,['Ok'],2
ok,['Ok'],2
ok,['Ok'],2
ok,['Ok'],2
ok,['ok'],2
ok,['ok'],2
ok,['ok'],2
ok,['ok'],2
okk,['okk'],3
bnyak kali sudah repeat order selipper neh..selesa pkai..ringan lembutthumbs_upthumbs_up,"['bnyak', 'kali', 'dh', 'repeat', 'order', 'selipper', 'neh..selesa', 'pkai..ringan', 'lembut👍👍']",69
good. light. and solid,"['Good.', 'light.', 'and', 'solid']",22
good for garden and balcony use. thank you.,"['Good', 'for', 'garden', 'and', 'balcony', 'use.', 'Thank', 'you.']",43
as expected,"['as', 'expected']",11
enejsj,['enejsj'],6
nice..,['Nice..'],6
"ordered blue but got black instead, but doesn't matter that much","['Ordered', 'blue', 'but', 'got', 'black', 'instead,', 'but', ""doesn't"", 'matter', 'that', 'much']",64
kualiti terbaik..selesa memakai..grip di lantai licin cuma nipis sikit tetapi kena dengan harganya,"['kualiti', 'terbaik..selesa', 'memakai..grip', 'di', 'lantai', 'licin', 'cuma', 'nipis', 'sikit', 'tetapi', 'kena', 'dgn', 'harganya']",95
barang ok,"['barang', 'ok']",9
trbaik,['trbaik'],6
ok,['ok'],2
不错,['不错'],2
不錯,['不錯'],2
ok,['ok'],2
tq,['Tq'],2
ok,['ok'],2
size:fit design:okay material:light,"['Size:fit', 'Design:okay', 'Material:light']",35
cntik,['cNtik'],5
saiz：,['Saiz：'],5
material: size: design:all its good,"['Material:', 'Size:', 'Design:all', 'its', 'good']",35
"good, useful","['Good,', 'useful']",12
material:good size:good design:good,"['Material:good', 'Size:good', 'Design:good']",35
selesa...,['selesa...'],9
"sudah sampai smlm,t.q lazada malaysia smiling_face️","['dh', 'smpai', 'smlm,t.q', 'lazada', 'Malaysia', '☺️']",36
good,['good'],4
penghantaran yang pantas thumbs_upthumbs_up,"['penghantaran', 'yang', 'pantas', '👍👍']",27
cantik dan service menarik..selesa beli kt sini..boleh dipercayai,"['cantik', 'Dan', 'service', 'menarik..selesa', 'beli', 'kt', 'sini..boleh', 'dipercayai']",65
cantik ringan dan tidak slippery sesuai utk kegunaan di dalam rumah,"['cantik', 'ringan', 'dan', 'tidak', 'slippery', 'sesuai', 'utk', 'kegunaan', 'di', 'dlm', 'rumah']",65
good,['good'],4
nice,['nice'],4
good,['Good'],4
good,['Good'],4
good,['Good'],4
good,['Good'],4
thin,['thin'],4
nice,['nice'],4
good,['good'],4
good,['Good'],4
good,['Good'],4
good,['Good'],4
nice,['nice'],4
ok,['Ok'],2
sip,['sip'],3
刚刚好,['刚刚好'],3
actually kinda disappointed with the item because it is not the type i want but i found that it is actually really comfort but a bit noisy,"['Actually', 'kinda', 'disappointed', 'with', 'the', 'item', 'because', 'it', 'is', 'not', 'the', 'type', 'I', 'want', 'but', 'I', 'found', 'that', 'it', 'is', 'actually', 'really', 'comfort', 'but', 'a', 'bit', 'noisy']",138
ok,['Ok'],2
ok,['ok'],2
ok,['ok'],2
tq,['tq'],2
ok,['ok'],2
ok,['Ok'],2
ok,['ok'],2
nice,['nice'],4
nice,['nice'],4
nice,['nice'],4
收到了谢谢,['收到了谢谢'],5
good thumbs_upthumbs_upthumbs_up,"['good', '👍👍👍']",8
selipar ini biasa je.. ringan bolehlah sesuai dengan harga.. tetapi better carilah di luar senang kita tahu kualiti dia cmne.. sebab harga ini nmpk murah tetapi bila sudah cmpur kos delivery saya rasa elok beli di luar kedai runcit je. apa pun delivery dia cepat. tq,"['Selipar', 'ni', 'biasa', 'je..', 'Ringan', 'bolehlah', 'sesuai', 'dgn', 'harga..', 'Tp', 'better', 'carilah', 'di', 'luar', 'senang', 'kita', 'tahu', 'kualiti', 'dia', 'cmne..', 'Sbb', 'harga', 'ni', 'nmpk', 'murah', 'tapi', 'bila', 'dah', 'cmpur', 'kos', 'delivery', 'saya', 'rasa', 'elok', 'beli', 'di', 'luar', 'kedai', 'runcit', 'je.', 'Apa', 'pun', 'delivery', 'dia', 'cepat.', 'Tq']",253
poor quality.. no wonder it is cheap.. very light & thin material… i guess it is not what i am looking for.. the last time i bought pairs from a different seller.. they were thick & heavy & a better quality.. but around,"['Poor', 'quality..', 'no', 'wonder', 'it', 'is', 'cheap..', 'very', 'light', '&', 'thin', 'material…', 'I', 'guess', 'it', 'is', 'not', 'what', 'I', 'am', 'looking', 'for..', 'the', 'last', 'time', 'I', 'bought', '3', 'pairs', 'from', 'a', 'different', 'seller..', 'they', 'were', 'thick', '&', 'heavy', '&', 'a', 'better', 'quality..', 'but', 'around', 'RM8']",225
quality is good. thick sole but light. suitable for indoor. fast delivery,"['Quality', 'is', 'good.', 'Thick', 'sole', 'but', 'light.', 'Suitable', 'for', 'indoor.', 'Fast', 'delivery']",73
just ok.. thinner thin i thought,"['just', 'ok..', 'thinner', 'thin', 'i', 'thought']",32
lipis sangat,"['Lipis', 'sangat']",12
material:plastik size:oke design:oke brg semua oke cuma ada warna biru cair salah warna dpt..tp oke la boleh la dari  tidak ada kan..selipar nipis je and ringan tetapi nice boleh la sebab beli utk jdkan selipar dalam rumah so oke je..,"['Material:plastik', 'Size:oke', 'Design:oke', 'brg', 'semua', 'oke', 'cuma', 'ada', '1', 'warna', 'biru', 'cair', 'salah', 'warna', 'dpt..tp', 'oke', 'la', 'boleh', 'la', 'dr', 'xde', 'kan..selipar', 'nipis', 'je', 'n', 'ringan', 'tp', 'nice', 'boleh', 'la', 'sbb', 'beli', 'utk', 'jdkan', 'selipar', 'dlm', 'rumah', 'so', 'oke', 'je..']",217
i ordered blue colour but received black colour,"['I', 'ordered', 'blue', 'colour', 'but', 'received', 'black', 'colour']",47
order oren hitam ..tp dapat semua hitam.frust dpt hitam,"['order', 'oren', '1', 'hitam', '1..tp', 'dapat', 'semua', 'hitam.frust', 'dpt', 'hitam', '2', '2']",62
a little thin,"['a', 'little', 'thin']",13
tidak tebal. tetapi kne la dengan harga,"['X', 'tebal.', 'Tp', 'kne', 'la', 'dgn', 'harga']",28
很不错。。可以再买,['很不错。。可以再买'],9
tq,['tq'],2
kasut nya cantik sy sangat suka bhan ada baizo saiz ok sy sangat suka,"['kasut', 'nya', 'cantik', 'sy', 'sangat', 'suka', 'bhan', 'ada', 'baizo', 'saiz', 'ok', 'sy', 'sangat', 'suka']",69
sy sangat suka seliparcdah dapat saiz ok dengan bahan nya cantik,"['sy', 'sangat', 'suka', 'seliparcdah', 'dapat', 'saiz', 'ok', 'dengan', 'bahan', 'nya', 'cantik']",64
selioar sangat ok sudah sedap tidak rasa sakit saiz sy sesuai elok sangat,"['selioar', 'sangat', 'ok', 'dah', 'sedap', 'x', 'rasa', 'sakit', 'saiz', 'sy', 'sesuai', 'elok', 'sangat']",67
size: design: the sizing is small. and they sent white instead of the green i ordered.,"['Size:', 'Design:', 'the', 'sizing', 'is', 'small.', 'And', 'they', 'sent', 'white', 'instead', 'of', 'the', 'green', 'I', 'ordered.']",90
"size: besar sikit dari size yang biasa . selalu pakai size ngam , ini besar material: design:","['Size:', 'besar', 'sikit', 'dari', 'size', 'yg', 'biasa', '.', 'Selalu', 'pakai', 'size', '41', 'ngam', ',', 'ni', 'besar', 'Material:', 'Design:']",99
material: size: design: indoor sheo only. looks pretty decent. thank ü seller.,"['Material:', 'Size:', 'Design:', 'Indoor', 'sheo', 'only.', 'Looks', 'pretty', 'decent.', 'Thank', 'ü', 'seller.']",83
kasut sudah sampai,"['kasut', 'dah', 'sampai']",16
barang sudah sampai kasut dia ok dan cantik,"['barang', 'dah', 'sampai', 'kasut', 'dia', 'ok', 'dan', 'cantik']",41
cepat dn pantas terima kasih,"['cepat', 'dn', 'pantas', 'terima', 'kasih']",28
color tak sama hurmm yang sampai kuning sya oder orange,"['color', 'tak', 'sama', 'hurmm', 'yg', 'sampai', 'kuning', 'Sya', 'Oder', 'orange']",53
"saiz:- bahan:ok lah , cuma tidak sama seerti dalam gambar . yang datang nipis . dalam gambar tebal ..","['Saiz:42-43', 'Bahan:ok', 'lah', ',', 'cuma', 'tidak', 'sama', 'seerti', 'dlm', 'gmbr', '.', 'yg', 'datang', 'nipis', '.', 'dlm', 'gambar', 'tebal', '..']",97
design:colour is abit difference. size:suitable material:nice,"['Design:Colour', 'is', 'abit', 'difference.', 'Size:Suitable', 'Material:Nice']",61
material：,['Material：'],9
"saiz:- bahan:ok lah , cuma tidak sama seerti dalam gambar . yang datang nipis . dalam gambar tebal ..","['Saiz:42-43', 'Bahan:ok', 'lah', ',', 'cuma', 'tidak', 'sama', 'seerti', 'dlm', 'gmbr', '.', 'yg', 'datang', 'nipis', '.', 'dlm', 'gambar', 'tebal', '..']",97
design:colour is abit difference. size:suitable material:nice,"['Design:Colour', 'is', 'abit', 'difference.', 'Size:Suitable', 'Material:Nice']",61
material：,['Material：'],9
太轻了,['太轻了'],3
quality not same as picture,"['Quality', 'not', 'same', 'as', 'picture']",27
saya beli sebelum ini saiz ok. saya beli kan untuk adik saya saiz -. lebih kurang saiz saya -. nampak lebih nipis. ttang penghantaran ke rumah tidak memuaskan. orang tu tidak mahu hantar sampai pintu rumah.,"['saya', 'beli', 'sebelum', 'ni', 'saiz', 'ok.', 'saya', 'beli', 'kan', 'tuk', 'adik', 'saya', 'saiz', '44-45.', 'lebih', 'kurang', 'saiz', 'saya', '41-42.', 'Nampak', 'lebih', 'nipis.', 'Ttang', 'penghantaran', 'ke', 'rumah', 'x', 'memuaskan.', 'Org', 'tu', 'x', 'nak', 'hantar', 'sampai', 'pintu', 'rumah.']",202
very thin not thick as the pics shown overall ok fast delivery size correct,"['Very', 'thin', 'not', 'thick', 'as', 'the', 'pics', 'shown', 'Overall', 'ok', 'fast', 'delivery', 'Size', 'correct']",77
please tell me this is blue🥲,"['Please', 'tell', 'me', 'this', 'is', 'blue🥲']",28
order warna biru . size - & -.grey size -. tetapi dpt hitam size (.. grey -. biru size -. geram nya...,"['Order', 'warna', 'biru', '2.', 'Size', '38-39', '&', '40-41.Grey', '1', 'size', '38-39.', 'Tapi', 'dpt', 'hitam', 'size', '38(39..', 'Grey', '40-41.', 'Biru', 'size', '40-41.', 'Geram', 'nya...']",131
"slipper is good, but i’m ordered one black and one blue. unfortunately i recived black colorsmirking_face…","['Slipper', 'is', 'good,', 'but', 'I’m', 'ordered', 'one', 'black', 'and', 'one', 'blue.', 'Unfortunately', 'I', 'recived', '2', 'black', 'color😏…']",96
semua ok..tp salah warna..order biru gelap & oren ...dpt hitam & oren,"['semua', 'ok..tp', 'salah', 'warna..order', 'biru', 'gelap', '&', 'oren', '...dpt', 'hitam', '&', 'oren']",69
sudah terima barang ok.bungkusan bagus.penghantatan pantas.tq lazada dan ninja van.,"['sudah', 'terima', 'barang', 'ok.bungkusan', 'bagus.penghantatan', 'pantas.tq', 'Lazada', 'dan', 'Ninja', 'van.']",83
received items not the same as advertised. theey are thin and very light. quality not satisfactory.. size slightly smaller. what a waste...although its cheap.,"['Received', 'items', 'not', 'the', 'same', 'as', 'advertised.', 'Theey', 'are', 'thin', 'and', 'very', 'light.', 'Quality', 'not', 'satisfactory..', 'Size', 'slightly', 'smaller.', 'What', 'a', 'waste...although', 'its', 'cheap.']",159
material:very light cheap material size:ok design:ok… think can find similar one in shop smiling_face_with_open_mouth_&_cold_sweat,"['Material:very', 'light', 'cheap', 'material', 'Size:ok', 'Design:Ok…', 'think', 'can', 'find', 'similar', 'one', 'in', 'RM2', 'shop', '😅']",94
material:very light cheap material size:ok design:ok… think can find similar one in shop smiling_face_with_open_mouth_&_cold_sweat,"['Material:very', 'light', 'cheap', 'material', 'Size:ok', 'Design:Ok…', 'think', 'can', 'find', 'similar', 'one', 'in', 'RM2', 'shop', '😅']",94
very light cheap material true to size ok… think can find similar one in shop smiling_face_with_open_mouth_&_cold_sweat,"['very', 'light', 'cheap', 'material', 'true', 'to', 'size', 'Ok…', 'think', 'can', 'find', 'similar', 'one', 'in', 'RM2', 'shop', '😅']",84
ordered black but received grey,"['Ordered', 'black', 'but', 'received', 'grey']",31
"keras sikit tapak ye...tapi berbaloi la dengan harga,murah","['keras', 'sikit', 'tapak', 'ye...tapi', 'berbaloi', 'la', 'dengan', 'harga,murah']",58
fast delivery but the delivery man should at least ring the door bell to let us know instead of leaving the products there unattended furthermore it was going to rain soon.,"['fast', 'delivery', 'but', 'the', 'delivery', 'man', 'should', 'at', 'least', 'ring', 'the', 'door', 'bell', 'to', 'let', 'us', 'know', 'instead', 'of', 'leaving', 'the', 'products', 'there', 'unattended', 'furthermore', 'it', 'was', 'going', 'to', 'rain', 'soon.']",174
not the one shown in pictures!!!,"['Not', 'the', 'one', 'shown', 'in', 'pictures!!!']",32
货不对版 ….but shipping service ok,"['货不对版', '….but', 'shipping', 'service', 'ok']",30
wrong colour and size,"['wrong', 'colour', 'and', 'size']",21
price is cheap but again it is not what i like. last time was the expired lays potatp chip. this round is the color that i didnt order. replace colors with the colors that i dont like without informing me.,"['Price', 'is', 'cheap', 'but', 'again', 'it', 'is', 'not', 'what', 'i', 'like.', 'Last', 'time', 'was', 'the', 'expired', 'lays', 'potatp', 'chip.', 'This', 'round', 'is', 'the', 'color', 'that', 'i', 'didnt', 'order.', 'Replace', '2', 'colors', 'with', 'the', 'colors', 'that', 'i', 'dont', 'like', 'without', 'informing', 'me.']",209
overall not as expected...but the price can't argue. more like a slipper,"['overall', 'not', 'as', 'expected...but', 'the', 'price', ""can't"", 'argue.', 'more', 'like', 'a', 'Rm1', 'slipper']",76
